Code   	City	Municipality	Province
1000   	Brussel	Brussel	Région de Bruxelles-Capitale
1020	Laken	Brussel	Région de Bruxelles-Capitale
1030	Schaarbeek	Schaarbeek	Région de Bruxelles-Capitale
1040	Etterbeek	Etterbeek	Région de Bruxelles-Capitale
1050	Elsene	Elsene	Région de Bruxelles-Capitale
1060	Sint-Gillis	Sint-Gillis	Région de Bruxelles-Capitale
1080	Sint-Jans-Molenbeek	Sint-Jans-Molenbeek	Région de Bruxelles-Capitale
1081	Koekelberg	Koekelberg	Région de Bruxelles-Capitale
1082	Sint-Agatha-Berchem	Sint-Agatha-Berchem	Région de Bruxelles-Capitale
1083	Ganshoren	Ganshoren	Région de Bruxelles-Capitale
1090	Jette	Jette	Région de Bruxelles-Capitale
1120	Neder-Over-Heembeek	Brussel	Région de Bruxelles-Capitale
1130	Haren	Brussel	Région de Bruxelles-Capitale
1140	Evere	Evere	Région de Bruxelles-Capitale
1150	Sint-Pieters-Woluwe	Sint-Pieters-Woluwe	Région de Bruxelles-Capitale
1160	Oudergem	Oudergem	Région de Bruxelles-Capitale
1170	Watermaal-Bosvoorde	Watermaal-Bosvoorde	Région de Bruxelles-Capitale
1180	Ukkel	Ukkel	Région de Bruxelles-Capitale
1190	Vorst	Vorst	Région de Bruxelles-Capitale
1200	Sint-Lambrechts-Woluwe	Sint-Lambrechts-Woluwe	Région de Bruxelles-Capitale
1210	Sint-Joost-ten-Node	Sint-Joost-ten-Node	Région de Bruxelles-Capitale
1300	Wavre	Wavre	Brabant wallon
1300	Limal	Wavre	Brabant wallon
1301	Bierges	Wavre	Brabant wallon
1310	La Hulpe	La Hulpe	Brabant wallon
1315	Incourt	Incourt	Brabant wallon
1315	Opprebais	Incourt	Brabant wallon
1315	Piétrebais	Incourt	Brabant wallon
1315	Glimes	Incourt	Brabant wallon
1315	Roux-Miroir	Incourt	Brabant wallon
1320	Beauvechain	Beauvechain	Brabant wallon
1320	Hamme-Mille	Beauvechain	Brabant wallon
1320	Tourinnes-la-Grosse	Beauvechain	Brabant wallon
1320	Nodebais	Beauvechain	Brabant wallon
1320	L’Ecluse	Beauvechain	Brabant wallon
1325	Chaumont-Gistoux	Chaumont-Gistoux	Brabant wallon
1325	Corroy-le-Grand	Chaumont-Gistoux	Brabant wallon
1325	Longueville	Chaumont-Gistoux	Brabant wallon
1325	Bonlez	Chaumont-Gistoux	Brabant wallon
1325	Dion-Valmont	Chaumont-Gistoux	Brabant wallon
1330	Rixensart	Rixensart	Brabant wallon
1332	Genval	Rixensart	Brabant wallon
1340	Ottignies-Louvain-la-Neuve	Ottignies-Louvain-la-Neuve	Brabant wallon
1340	Ottignies	Ottignies-Louvain-la-Neuve	Brabant wallon
1341	Céroux-Mousty	Ottignies-Louvain-la-Neuve	Brabant wallon
1342	Limelette	Ottignies-Louvain-la-Neuve	Brabant wallon
1348	Louvain-la-Neuve	Ottignies-Louvain-la-Neuve	Brabant wallon
1350	Orp-Jauche	Orp-Jauche	Brabant wallon
1350	Jauche	Orp-Jauche	Brabant wallon
1350	Orp-le-Grand	Orp-Jauche	Brabant wallon
1350	Jandrain-Jandrenouille	Orp-Jauche	Brabant wallon
1350	Noduwez	Orp-Jauche	Brabant wallon
1350	Marilles	Orp-Jauche	Brabant wallon
1350	Folx-les-Caves	Orp-Jauche	Brabant wallon
1350	Énines	Orp-Jauche	Brabant wallon
1351	Rosières	Rixensart	Brabant wallon
1357	Hélécine	Hélécine	Brabant wallon
1357	Neerheylissem	Hélécine	Brabant wallon
1357	Opheylissem	Hélécine	Brabant wallon
1357	Linsmeau	Hélécine	Brabant wallon
1360	Perwez	Perwez	Brabant wallon
1360	Thorembais-Saint-Trond	Perwez	Brabant wallon
1360	Malèves-Sainte-Marie-Wastines	Perwez	Brabant wallon
1360	Thorembais-les-Béguines	Perwez	Brabant wallon
1360	Orbais	Perwez	Brabant wallon
1367	Ramillies	Ramillies	Brabant wallon
1367	Huppaye	Ramillies	Brabant wallon
1367	Geest-Gérompont-Petit-Rosière	Ramillies	Brabant wallon
1367	Ramillies-Offus	Ramillies	Brabant wallon
1367	Autre-Église	Ramillies	Brabant wallon
1367	Mont-Saint-André	Ramillies	Brabant wallon
1367	Grand-Rosière-Hottomont	Ramillies	Brabant wallon
1367	Bomal	Ramillies	Brabant wallon
1367	Gérompont	Ramillies	Brabant wallon
1370	Jodoigne	Jodoigne	Brabant wallon
1370	Zétrud-Lumay	Jodoigne	Brabant wallon
1370	Mélin	Jodoigne	Brabant wallon
1370	Piétrain	Jodoigne	Brabant wallon
1370	Lathuy	Jodoigne	Brabant wallon
1370	Saint-Jean-Geest	Jodoigne	Brabant wallon
1370	Saint-Remy-Geest	Jodoigne	Brabant wallon
1370	Dongelberg	Jodoigne	Brabant wallon
1370	Jodoigne-Souveraine	Jodoigne	Brabant wallon
1370	Jauchelette	Jodoigne	Brabant wallon
1380	Lasne	Lasne	Brabant wallon
1380	Ohain	Lasne	Brabant wallon
1380	Lasne-Chapelle-Saint-Lambert	Lasne	Brabant wallon
1380	Plancenoit	Lasne	Brabant wallon
1380	Couture-Saint-Germain	Lasne	Brabant wallon
1380	Maransart	Lasne	Brabant wallon
1390	Grez-Doiceau	Grez-Doiceau	Brabant wallon
1390	Bossut-Gottechain	Grez-Doiceau	Brabant wallon
1390	Nethen	Grez-Doiceau	Brabant wallon
1390	Archennes	Grez-Doiceau	Brabant wallon
1390	Biez	Grez-Doiceau	Brabant wallon
1400	Nivelles	Nivelles	Brabant wallon
1400	Monstreux	Nivelles	Brabant wallon
1401	Baulers	Nivelles	Brabant wallon
1402	Thines	Nivelles	Brabant wallon
1404	Bornival	Nivelles	Brabant wallon
1410	Waterloo	Waterloo	Brabant wallon
1420	Braine-l’Alleud	Braine-l’Alleud	Brabant wallon
1421	Ophain-Bois-Seigneur-Isaac	Braine-l’Alleud	Brabant wallon
1428	Lillois-Witterzée	Braine-l’Alleud	Brabant wallon
1430	Rebecq	Rebecq	Brabant wallon
1430	Rebecq-Rognon	Rebecq	Brabant wallon
1430	Quenast	Rebecq	Brabant wallon
1430	Bierghes	Rebecq	Brabant wallon
1435	Mont-Saint-Guibert	Mont-Saint-Guibert	Brabant wallon
1435	Hévillers	Mont-Saint-Guibert	Brabant wallon
1435	Corbais	Mont-Saint-Guibert	Brabant wallon
1440	Braine-le-Château	Braine-le-Château	Brabant wallon
1440	Wauthier-Braine	Braine-le-Château	Brabant wallon
1450	Chastre	Chastre	Brabant wallon
1450	Cortil-Noirmont	Chastre	Brabant wallon
1450	Gentinnes	Chastre	Brabant wallon
1450	Saint-Géry	Chastre	Brabant wallon
1457	Walhain	Walhain	Brabant wallon
1457	Walhain-Saint-Paul	Walhain	Brabant wallon
1457	Tourinnes-Saint-Lambert	Walhain	Brabant wallon
1457	Nil-Saint-Vincent-Saint-Martin	Walhain	Brabant wallon
1460	Ittre	Ittre	Brabant wallon
1460	Virginal-Samme	Ittre	Brabant wallon
1461	Haut-Ittre	Ittre	Brabant wallon
1470	Genappe	Genappe	Brabant wallon
1470	Baisy-Thy	Genappe	Brabant wallon
1470	Bousval	Genappe	Brabant wallon
1471	Loupoigne	Genappe	Brabant wallon
1472	Vieux-Genappe	Genappe	Brabant wallon
1473	Glabais	Genappe	Brabant wallon
1474	Ways	Genappe	Brabant wallon
1476	Houtain-le-Val	Genappe	Brabant wallon
1480	Tubize	Tubize	Brabant wallon
1480	Saintes	Tubize	Brabant wallon
1480	Clabecq	Tubize	Brabant wallon
1480	Oisquercq	Tubize	Brabant wallon
1490	Court-Saint-Étienne	Court-Saint-Étienne	Brabant wallon
1495	Villers-la-Ville	Villers-la-Ville	Brabant wallon
1495	Marbais	Villers-la-Ville	Brabant wallon
1495	Sart-Dames-Avelines	Villers-la-Ville	Brabant wallon
1495	Tilly	Villers-la-Ville	Brabant wallon
1495	Mellery	Villers-la-Ville	Brabant wallon
1500	Halle	Halle	Brabant flamand
1501	Buizingen	Halle	Brabant flamand
1502	Lembeek	Halle	Brabant flamand
1540	Herne	Herne	Brabant flamand
1540	Herfelingen	Herne	Brabant flamand
1541	Sint-Pieters-Kapelle	Herne	Brabant flamand
1547	Bever	Bever	Brabant flamand
1560	Hoeilaart	Hoeilaart	Brabant flamand
1570	Galmaarden	Galmaarden	Brabant flamand
1570	Tollembeek	Galmaarden	Brabant flamand
1570	Vollezele	Galmaarden	Brabant flamand
1600	Sint-Pieters-Leeuw	Sint-Pieters-Leeuw	Brabant flamand
1600	Oudenaken	Sint-Pieters-Leeuw	Brabant flamand
1600	Sint-Laureins-Berchem	Sint-Pieters-Leeuw	Brabant flamand
1601	Ruisbroek	Sint-Pieters-Leeuw	Brabant flamand
1602	Vlezenbeek	Sint-Pieters-Leeuw	Brabant flamand
1620	Drogenbos	Drogenbos	Brabant flamand
1630	Linkebeek	Linkebeek	Brabant flamand
1640	Sint-Genesius-Rode	Sint-Genesius-Rode	Brabant flamand
1650	Beersel	Beersel	Brabant flamand
1651	Lot	Beersel	Brabant flamand
1652	Alsemberg	Beersel	Brabant flamand
1653	Dworp	Beersel	Brabant flamand
1654	Huizingen	Beersel	Brabant flamand
1670	Pepingen	Pepingen	Brabant flamand
1670	Heikruis	Pepingen	Brabant flamand
1670	Bogaarden	Pepingen	Brabant flamand
1671	Elingen	Pepingen	Brabant flamand
1673	Beert	Pepingen	Brabant flamand
1674	Bellingen	Pepingen	Brabant flamand
1700	Dilbeek	Dilbeek	Brabant flamand
1700	Sint-Martens-Bodegem	Dilbeek	Brabant flamand
1700	Sint-Ulriks-Kapelle	Dilbeek	Brabant flamand
1701	Itterbeek	Dilbeek	Brabant flamand
1702	Groot-Bijgaarden	Dilbeek	Brabant flamand
1703	Schepdaal	Dilbeek	Brabant flamand
1730	Asse	Asse	Brabant flamand
1730	Mollem	Asse	Brabant flamand
1730	Kobbegem	Asse	Brabant flamand
1730	Bekkerzeel	Asse	Brabant flamand
1731	Zellik	Asse	Brabant flamand
1731	Relegem	Asse	Brabant flamand
1740	Ternat	Ternat	Brabant flamand
1741	Wambeek	Ternat	Brabant flamand
1742	Sint-Katherina-Lombeek	Ternat	Brabant flamand
1745	Opwijk	Opwijk	Brabant flamand
1745	Mazenzele	Opwijk	Brabant flamand
1750	Lennik	Lennik	Brabant flamand
1750	Sint-Kwintens-Lennik	Lennik	Brabant flamand
1750	Sint-Martens-Lennik	Lennik	Brabant flamand
1750	Gaasbeek	Lennik	Brabant flamand
1755	Gooik	Gooik	Brabant flamand
1755	Kester	Gooik	Brabant flamand
1755	Leerbeek	Gooik	Brabant flamand
1755	Oetingen	Gooik	Brabant flamand
1760	Roosdaal	Roosdaal	Brabant flamand
1760	Pamel	Roosdaal	Brabant flamand
1760	Onze-Lieve-Vrouw-Lombeek	Roosdaal	Brabant flamand
1760	Strijtem	Roosdaal	Brabant flamand
1761	Borchtlombeek	Roosdaal	Brabant flamand
1770	Liedekerke	Liedekerke	Brabant flamand
1780	Wemmel	Wemmel	Brabant flamand
1785	Merchtem	Merchtem	Brabant flamand
1785	Brussegem	Merchtem	Brabant flamand
1785	Hamme	Merchtem	Brabant flamand
1790	Affligem	Affligem	Brabant flamand
1790	Essene	Affligem	Brabant flamand
1790	Hekelgem	Affligem	Brabant flamand
1790	Teralfene	Affligem	Brabant flamand
1800	Vilvoorde	Vilvoorde	Brabant flamand
1800	Peutie	Vilvoorde	Brabant flamand
1820	Steenokkerzeel	Steenokkerzeel	Brabant flamand
1820	Perk	Steenokkerzeel	Brabant flamand
1820	Melsbroek	Steenokkerzeel	Brabant flamand
1830	Machelen	Machelen	Brabant flamand
1831	Diegem	Machelen	Brabant flamand
1840	Londerzeel	Londerzeel	Brabant flamand
1840	Malderen	Londerzeel	Brabant flamand
1840	Steenhuffel	Londerzeel	Brabant flamand
1850	Grimbergen	Grimbergen	Brabant flamand
1851	Humbeek	Grimbergen	Brabant flamand
1852	Beigem	Grimbergen	Brabant flamand
1853	Strombeek-Bever	Grimbergen	Brabant flamand
1860	Meise	Meise	Brabant flamand
1861	Wolvertem	Meise	Brabant flamand
1880	Kapelle-op-den-Bos	Kapelle-op-den-Bos	Brabant flamand
1880	Nieuwenrode	Kapelle-op-den-Bos	Brabant flamand
1880	Ramsdonk	Kapelle-op-den-Bos	Brabant flamand
1910	Kampenhout	Kampenhout	Brabant flamand
1910	Nederokkerzeel	Kampenhout	Brabant flamand
1910	Berg	Kampenhout	Brabant flamand
1910	Buken	Kampenhout	Brabant flamand
1930	Zaventem	Zaventem	Brabant flamand
1930	Nossegem	Zaventem	Brabant flamand
1932	Sint-Stevens-Woluwe	Zaventem	Brabant flamand
1933	Sterrebeek	Zaventem	Brabant flamand
1950	Kraainem	Kraainem	Brabant flamand
1970	Wezembeek-Oppem	Wezembeek-Oppem	Brabant flamand
1980	Zemst	Zemst	Brabant flamand
1980	Eppegem	Zemst	Brabant flamand
1981	Hofstade	Zemst	Brabant flamand
1982	Elewijt	Zemst	Brabant flamand
1982	Weerde	Zemst	Brabant flamand
2000	Anvers	Anvers	Anvers
2040	Berendrecht	Anvers	Anvers
2040	Zandvliet	Anvers	Anvers
2040	Lillo	Anvers	Anvers
2070	Zwijndrecht	Zwijndrecht	Anvers
2070	Burcht	Zwijndrecht	Anvers
2100	Deurne	Anvers	Anvers
2110	Wijnegem	Wijnegem	Anvers
2140	Borgerhout	Anvers	Anvers
2150	Borsbeek	Borsbeek	Anvers
2160	Wommelgem	Wommelgem	Anvers
2170	Merksem	Anvers	Anvers
2180	Ekeren	Anvers	Anvers
2200	Herentals	Herentals	Anvers
2200	Noorderwijk	Herentals	Anvers
2200	Morkhoven	Herentals	Anvers
2220	Heist-op-den-Berg	Heist-op-den-Berg	Anvers
2220	Hallaar	Heist-op-den-Berg	Anvers
2221	Booischot	Heist-op-den-Berg	Anvers
2222	Itegem	Heist-op-den-Berg	Anvers
2222	Wiekevorst	Heist-op-den-Berg	Anvers
2223	Schriek	Heist-op-den-Berg	Anvers
2230	Herselt	Herselt	Anvers
2230	Ramsel	Herselt	Anvers
2235	Hulshout	Hulshout	Anvers
2235	Houtvenne	Hulshout	Anvers
2235	Westmeerbeek	Hulshout	Anvers
2240	Zandhoven	Zandhoven	Anvers
2240	Massenhoven	Zandhoven	Anvers
2240	Viersel	Zandhoven	Anvers
2242	Pulderbos	Zandhoven	Anvers
2243	Pulle	Zandhoven	Anvers
2250	Olen	Olen	Anvers
2260	Westerlo	Westerlo	Anvers
2260	Tongerlo	Westerlo	Anvers
2260	Oevel	Westerlo	Anvers
2260	Zoerle-Parwijs	Westerlo	Anvers
2270	Herenthout	Herenthout	Anvers
2275	Lille	Lille	Anvers
2275	Gierle	Lille	Anvers
2275	Wechelderzande	Lille	Anvers
2275	Poederlee	Lille	Anvers
2280	Grobbendonk	Grobbendonk	Anvers
2288	Bouwel	Grobbendonk	Anvers
2290	Vorselaar	Vorselaar	Anvers
2300	Turnhout	Turnhout	Anvers
2310	Rijkevorsel	Rijkevorsel	Anvers
2320	Hoogstraten	Hoogstraten	Anvers
2321	Meer	Hoogstraten	Anvers
2322	Minderhout	Hoogstraten	Anvers
2323	Wortel	Hoogstraten	Anvers
2328	Meerle	Hoogstraten	Anvers
2330	Merksplas	Merksplas	Anvers
2340	Beerse	Beerse	Anvers
2340	Vlimmeren	Beerse	Anvers
2350	Vosselaar	Vosselaar	Anvers
2360	Oud-Turnhout	Oud-Turnhout	Anvers
2370	Arendonk	Arendonk	Anvers
2380	Ravels	Ravels	Anvers
2381	Weelde	Ravels	Anvers
2382	Poppel	Ravels	Anvers
2387	Baarle-Hertog	Baarle-Hertog	Anvers
2390	Malle	Malle	Anvers
2390	Oostmalle	Malle	Anvers
2390	Westmalle	Malle	Anvers
2400	Mol	Mol	Anvers
2430	Laakdal	Laakdal	Anvers
2430	Vorst	Laakdal	Anvers
2430	Eindhout	Laakdal	Anvers
2431	Veerle	Laakdal	Anvers
2431	Varendonk	Laakdal	Anvers
2440	Geel	Geel	Anvers
2450	Meerhout	Meerhout	Anvers
2460	Kasterlee	Kasterlee	Anvers
2460	Lichtaart	Kasterlee	Anvers
2460	Tielen	Kasterlee	Anvers
2470	Retie	Retie	Anvers
2480	Dessel	Dessel	Anvers
2490	Balen	Balen	Anvers
2491	Olmen	Balen	Anvers
2500	Lier	Lier	Anvers
2500	Koningshooikt	Lier	Anvers
2520	Ranst	Ranst	Anvers
2520	Oelegem	Ranst	Anvers
2520	Broechem	Ranst	Anvers
2520	Emblem	Ranst	Anvers
2530	Boechout	Boechout	Anvers
2531	Vremde	Boechout	Anvers
2540	Hove	Hove	Anvers
2547	Lint	Lint	Anvers
2550	Kontich	Kontich	Anvers
2550	Waarloos	Kontich	Anvers
2560	Nijlen	Nijlen	Anvers
2560	Kessel	Nijlen	Anvers
2560	Bevel	Nijlen	Anvers
2570	Duffel	Duffel	Anvers
2580	Putte	Putte	Anvers
2580	Beerzel	Putte	Anvers
2590	Berlaar	Berlaar	Anvers
2590	Gestel	Berlaar	Anvers
2600	Berchem	Anvers	Anvers
2610	Wilrijk	Anvers	Anvers
2620	Hemiksem	Hemiksem	Anvers
2627	Schelle	Schelle	Anvers
2630	Aartselaar	Aartselaar	Anvers
2640	Mortsel	Mortsel	Anvers
2650	Edegem	Edegem	Anvers
2660	Hoboken	Anvers	Anvers
2800	Mechelen	Mechelen	Anvers
2800	Walem	Mechelen	Anvers
2801	Heffen	Mechelen	Anvers
2811	Hombeek	Mechelen	Anvers
2811	Leest	Mechelen	Anvers
2812	Muizen	Mechelen	Anvers
2820	Bonheiden	Bonheiden	Anvers
2820	Rijmenam	Bonheiden	Anvers
2830	Willebroek	Willebroek	Anvers
2830	Blaasveld	Willebroek	Anvers
2830	Tisselt	Willebroek	Anvers
2830	Heindonk	Willebroek	Anvers
2840	Rumst	Rumst	Anvers
2840	Reet	Rumst	Anvers
2840	Terhagen	Rumst	Anvers
2845	Niel	Niel	Anvers
2850	Boom	Boom	Anvers
2860	Sint-Katelijne-Waver	Sint-Katelijne-Waver	Anvers
2861	Onze-Lieve-Vrouw-Waver	Sint-Katelijne-Waver	Anvers
2870	Puurs-Sint-Amands	Puurs-Sint-Amands	Anvers
2870	Puurs	Puurs-Sint-Amands	Anvers
2870	Ruisbroek	Puurs-Sint-Amands	Anvers
2870	Breendonk	Puurs-Sint-Amands	Anvers
2870	Liezele	Puurs-Sint-Amands	Anvers
2880	Bornem	Bornem	Anvers
2880	Hingene	Bornem	Anvers
2880	Mariekerke	Bornem	Anvers
2880	Weert	Bornem	Anvers
2890	Sint-Amands	Puurs-Sint-Amands	Anvers
2890	Oppuurs	Puurs-Sint-Amands	Anvers
2890	Lippelo	Puurs-Sint-Amands	Anvers
2900	Schoten	Schoten	Anvers
2910	Essen	Essen	Anvers
2920	Kalmthout	Kalmthout	Anvers
2930	Brasschaat	Brasschaat	Anvers
2940	Stabroek	Stabroek	Anvers
2940	Hoevenen	Stabroek	Anvers
2950	Kapellen	Kapellen	Anvers
2960	Brecht	Brecht	Anvers
2960	Sint-Job-in-‘t-Goor	Brecht	Anvers
2960	Sint-Lenaarts	Brecht	Anvers
2970	Schilde	Schilde	Anvers
2970	s-Gravenwezel	Schilde	Anvers
2980	Zoersel	Zoersel	Anvers
2980	Halle	Zoersel	Anvers
2990	Wuustwezel	Wuustwezel	Anvers
2990	Loenhout	Wuustwezel	Anvers
3000	Leuven	Leuven	Brabant flamand
3001	Heverlee	Leuven	Brabant flamand
3010	Kessel-Lo	Leuven	Brabant flamand
3012	Wilsele	Leuven	Brabant flamand
3018	Wijgmaal	Leuven	Brabant flamand
3020	Herent	Herent	Brabant flamand
3020	Veltem-Beisem	Herent	Brabant flamand
3020	Winksele	Herent	Brabant flamand
3040	Huldenberg	Huldenberg	Brabant flamand
3040	Neerijse	Huldenberg	Brabant flamand
3040	Ottenburg	Huldenberg	Brabant flamand
3040	Sint-Agatha-Rode	Huldenberg	Brabant flamand
3040	Loonbeek	Huldenberg	Brabant flamand
3050	Oud-Heverlee	Oud-Heverlee	Brabant flamand
3051	Sint-Joris-Weert	Oud-Heverlee	Brabant flamand
3052	Blanden	Oud-Heverlee	Brabant flamand
3053	Haasrode	Oud-Heverlee	Brabant flamand
3054	Vaalbeek	Oud-Heverlee	Brabant flamand
3060	Bertem	Bertem	Brabant flamand
3060	Korbeek-Dijle	Bertem	Brabant flamand
3061	Leefdaal	Bertem	Brabant flamand
3070	Kortenberg	Kortenberg	Brabant flamand
3071	Erps-Kwerps	Kortenberg	Brabant flamand
3078	Everberg	Kortenberg	Brabant flamand
3078	Meerbeek	Kortenberg	Brabant flamand
3080	Tervuren	Tervuren	Brabant flamand
3080	Vossem	Tervuren	Brabant flamand
3080	Duisburg	Tervuren	Brabant flamand
3090	Overijse	Overijse	Brabant flamand
3110	Rotselaar	Rotselaar	Brabant flamand
3111	Wezemaal	Rotselaar	Brabant flamand
3118	Werchter	Rotselaar	Brabant flamand
3120	Tremelo	Tremelo	Brabant flamand
3128	Baal	Tremelo	Brabant flamand
3130	Begijnendijk	Begijnendijk	Brabant flamand
3130	Betekom	Begijnendijk	Brabant flamand
3140	Keerbergen	Keerbergen	Brabant flamand
3150	Haacht	Haacht	Brabant flamand
3150	Tildonk	Haacht	Brabant flamand
3150	Wespelaar	Haacht	Brabant flamand
3190	Boortmeerbeek	Boortmeerbeek	Brabant flamand
3191	Hever	Boortmeerbeek	Brabant flamand
3200	Aarschot	Aarschot	Brabant flamand
3200	Gelrode	Aarschot	Brabant flamand
3201	Langdorp	Aarschot	Brabant flamand
3202	Rillaar	Aarschot	Brabant flamand
3210	Lubbeek	Lubbeek	Brabant flamand
3210	Linden	Lubbeek	Brabant flamand
3211	Binkom	Lubbeek	Brabant flamand
3212	Pellenberg	Lubbeek	Brabant flamand
3220	Holsbeek	Holsbeek	Brabant flamand
3220	Kortrijk-Dutsel	Holsbeek	Brabant flamand
3220	Sint-Pieters-Rode	Holsbeek	Brabant flamand
3221	Nieuwrode	Holsbeek	Brabant flamand
3270	Scherpenheuvel-Zichem	Scherpenheuvel-Zichem	Brabant flamand
3270	Scherpenheuvel	Scherpenheuvel-Zichem	Brabant flamand
3271	Zichem	Scherpenheuvel-Zichem	Brabant flamand
3271	Averbode	Scherpenheuvel-Zichem	Brabant flamand
3272	Testelt	Scherpenheuvel-Zichem	Brabant flamand
3272	Messelbroek	Scherpenheuvel-Zichem	Brabant flamand
3290	Diest	Diest	Brabant flamand
3290	Schaffen	Diest	Brabant flamand
3290	Deurne	Diest	Brabant flamand
3290	Webbekom	Diest	Brabant flamand
3293	Kaggevinne	Diest	Brabant flamand
3294	Molenstede	Diest	Brabant flamand
3300	Tienen	Tienen	Brabant flamand
3300	Hakendover	Tienen	Brabant flamand
3300	Bost	Tienen	Brabant flamand
3300	Goetsenhoven	Tienen	Brabant flamand
3300	Sint-Margriete-Houtem	Tienen	Brabant flamand
3300	Oorbeek	Tienen	Brabant flamand
3300	Vissenaken	Tienen	Brabant flamand
3300	Kumtich	Tienen	Brabant flamand
3300	Oplinter	Tienen	Brabant flamand
3320	Hoegaarden	Hoegaarden	Brabant flamand
3320	Meldert	Hoegaarden	Brabant flamand
3321	Outgaarden	Hoegaarden	Brabant flamand
3350	Linter	Linter	Brabant flamand
3350	Drieslinter	Linter	Brabant flamand
3350	Neerlinter	Linter	Brabant flamand
3350	Wommersom	Linter	Brabant flamand
3350	Orsmaal-Gussenhoven	Linter	Brabant flamand
3350	Overhespen	Linter	Brabant flamand
3350	Melkwezer	Linter	Brabant flamand
3350	Neerhespen	Linter	Brabant flamand
3360	Bierbeek	Bierbeek	Brabant flamand
3360	Korbeek-Lo	Bierbeek	Brabant flamand
3360	Lovenjoel	Bierbeek	Brabant flamand
3360	Opvelp	Bierbeek	Brabant flamand
3370	Boutersem	Boutersem	Brabant flamand
3370	Roosbeek	Boutersem	Brabant flamand
3370	Kerkom	Boutersem	Brabant flamand
3370	Vertrijk	Boutersem	Brabant flamand
3370	Neervelp	Boutersem	Brabant flamand
3370	Willebringen	Boutersem	Brabant flamand
3380	Glabbeek	Glabbeek	Brabant flamand
3380	Bunsbeek	Glabbeek	Brabant flamand
3380	Glabbeek-Zuurbemde	Glabbeek	Brabant flamand
3381	Kapellen	Glabbeek	Brabant flamand
3384	Attenrode	Glabbeek	Brabant flamand
3390	Tielt-Winge	Tielt-Winge	Brabant flamand
3390	Tielt	Tielt-Winge	Brabant flamand
3390	Sint-Joris-Winge	Tielt-Winge	Brabant flamand
3390	Houwaart	Tielt-Winge	Brabant flamand
3391	Meensel-Kiezegem	Tielt-Winge	Brabant flamand
3400	Landen	Landen	Brabant flamand
3400	Laar	Landen	Brabant flamand
3400	Ezemaal	Landen	Brabant flamand
3400	Eliksem	Landen	Brabant flamand
3400	Wange	Landen	Brabant flamand
3400	Neerwinden	Landen	Brabant flamand
3400	Overwinden	Landen	Brabant flamand
3400	Rumsdorp	Landen	Brabant flamand
3401	Waasmont	Landen	Brabant flamand
3401	Walsbets	Landen	Brabant flamand
3401	Walshoutem	Landen	Brabant flamand
3401	Wezeren	Landen	Brabant flamand
3404	Attenhoven	Landen	Brabant flamand
3404	Neerlanden	Landen	Brabant flamand
3440	Zoutleeuw	Zoutleeuw	Brabant flamand
3440	Budingen	Zoutleeuw	Brabant flamand
3440	Halle-Booienhoven	Zoutleeuw	Brabant flamand
3440	Dormaal	Zoutleeuw	Brabant flamand
3440	Helen-Bos	Zoutleeuw	Brabant flamand
3450	Geetbets	Geetbets	Brabant flamand
3450	Grazen	Geetbets	Brabant flamand
3454	Rummen	Geetbets	Brabant flamand
3460	Bekkevoort	Bekkevoort	Brabant flamand
3460	Assent	Bekkevoort	Brabant flamand
3461	Molenbeek-Wersbeek	Bekkevoort	Brabant flamand
3470	Kortenaken	Kortenaken	Brabant flamand
3470	Ransberg	Kortenaken	Brabant flamand
3471	Hoeleden	Kortenaken	Brabant flamand
3472	Kersbeek-Miskom	Kortenaken	Brabant flamand
3473	Waanrode	Kortenaken	Brabant flamand
3500	Hasselt	Hasselt	Limbourg
3500	Sint-Lambrechts-Herk	Hasselt	Limbourg
3501	Wimmertingen	Hasselt	Limbourg
3510	Kermt	Hasselt	Limbourg
3510	Spalbeek	Hasselt	Limbourg
3511	Kuringen	Hasselt	Limbourg
3511	Stokrooie	Hasselt	Limbourg
3512	Stevoort	Hasselt	Limbourg
3520	Zonhoven	Zonhoven	Limbourg
3530	Houthalen-Helchteren	Houthalen-Helchteren	Limbourg
3530	Houthalen	Houthalen-Helchteren	Limbourg
3530	Helchteren	Houthalen-Helchteren	Limbourg
3540	Herk-de-Stad	Herk-de-Stad	Limbourg
3540	Schulen	Herk-de-Stad	Limbourg
3540	Berbroek	Herk-de-Stad	Limbourg
3540	Donk	Herk-de-Stad	Limbourg
3545	Halen	Halen	Limbourg
3545	Zelem	Halen	Limbourg
3545	Loksbergen	Halen	Limbourg
3550	Heusden-Zolder	Heusden-Zolder	Limbourg
3550	Zolder	Heusden-Zolder	Limbourg
3560	Lummen	Lummen	Limbourg
3560	Linkhout	Lummen	Limbourg
3560	Meldert	Lummen	Limbourg
3570	Alken	Alken	Limbourg
3580	Beringen	Beringen	Limbourg
3581	Beverlo	Beringen	Limbourg
3582	Koersel	Beringen	Limbourg
3582	Stal	Beringen	Limbourg
3590	Diepenbeek	Diepenbeek	Limbourg
3593	Paal	Beringen	Limbourg
3600	Genk	Genk	Limbourg
3620	Lanaken	Lanaken	Limbourg
3620	Gellik	Lanaken	Limbourg
3620	Veldwezelt	Lanaken	Limbourg
3620	Neerharen	Lanaken	Limbourg
3621	Rekem	Lanaken	Limbourg
3630	Maasmechelen	Maasmechelen	Limbourg
3630	Mechelen-aan-de-Maas	Maasmechelen	Limbourg
